SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection25,"In reference to the Variable Matrix exhibit shown on page 290.    a. Please describe how the postal code is included as a control variable.    b. Please include additional discussion on the Location Rating Factor. The exhibit states Location Rating Factor is pulled from GRID, has this GRID been previously filed and approved?    c. Please describe how the customer rating index is derived. Description references a model factor, please include a description of the model used.    d. Please elaborate on how Insurance to Value is being used as both a control variable and an offset.    e. Please include commentary discussing the difference between Deductible and percent deductible.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/10/2024,Objection_letter7,objection2,Please provide the Rate Order of Calculation.  Please red-line from the current version what you will be doing with the new Fixed Expense Constant and other new items added.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/10/2024,Objection_letter7,objection3,"Location Rating Factor a. Please provide the SERFF tracking number for when the Territory ID Grid was originally approved in CT. Please confirm that this is using Census Block Granularity. b. We note that the state require Rate Matrix exhibits are all showing the zipcode; town and county level. Please comment on the number of Territory Grid IDs versus the number of zipcode, town, territory level. Please describe the process that is used to get back up to Zipcode, town. county level. Please provide examples to demonstrate this. c. For the new proposal to vary LRF by peril; please explain if you are meaning all the NON-Hurricane perils will get the same factor by ID for each of the the separate perils or if you are intending to vary these factors by ID by Peril. Please explain your use of Credibility for this process and how it complies with Actuarial Standards of Practice. Additional questions from the consultants review will be forthcoming.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],04/23/2024,Objection_letter8,objection1,"Please review the following comments and respond accordingly. Please provide qualifications for the actuaries involved in developing the model, and the peer review and sign-off from your Chief Actuary and/or Chief Data Analytics Officer regarding the data governance and modeling per ASOP 23, ASOP 25, ASOP 38 and ASOP 56. Specifically, the rating variables in the models with potential unintentional bias and unfair discriminatory consequences.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",03/22/2021,Objection_letter1,objection04,"0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: CT Homeonwers Rate & Rule Filing Project Name/Number: /CT1903333 PDF Pipeline for SERFF Tracking Number USAA-132053901 Generated 04/20/2021 12:54 AM  c.We would like you to present us with information to show us how many years it would take for your capped policyholders (from b. capped at 15% for this renewal) to get to full rates. It is our expectation that this would be by the end of five years. Please provide us with specific policyholder examples to demonstrate the impact of this capping. Please provide us with overall impact exhibits to show what percent of renewal policyholders would be at full rates for each year to get to this 100% at full rates over the five year time period. d.We would like you to agree to re-run the GLM/BRT analysis with updated experience to  compare with the results to this proposal on an uncapped relativity basis. We would like you to present the results to the Department, as we watch and wait to see how this methodology would perform over time. If you would like to discuss this further, George Bradner, Property Casualty Division Director and myself would be available to meet with you. Please contact with Susan Gozzo Andrews, FCAS, MAAA, PIR, RPLU+ at susan.gozzo.andrews@ct.gov",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",12/24/2020,Objection_letter2,objection1,"Please review the following comments and respond accordingly.      Objection 1           Comments: By Peril Base Rate changes  Exhibit F and Exhibit G and Exhibit D follow-up from Department Actuary a.Please revise Exhibit G to show current, indicated, proposed and % change for the by peril allocations. b.Please explain mathematically how the large Hurricane allocation relates to the new Hurricane Territorial methodology. c.Please explain in more detail how the changes in peril allocation were derived. Please provide exhibits to show us the calculations and a more complete narrative to describe the methodology; the two paragraphs on Exhibit F are not sufficient. d.We note the change in peril allocation is a large component of the by items changes shown in Exhibit E cumulative impact to base rates.   We need to see how the information in item b and c explains this. Please elaborate as necessary to complete the picture on this for us. e.Please provide the math for us for one company, USAA, as an example to show how the changes in Base Rate seen on Exhibit E weighted together by your peril distribution/allocation (current or proposed) gets to the percent ( is it +4.3% (1/(1-.041)) in total?) which would offset the other changes of -4.1%  in the USAA column second to last item Exhibit D to get to 0% overall. If you would like to discuss this further, please reach out to me at susan.gozzo.andrews@ct.gov Susan Gozzo Andrews, FCAS, MAAA, RPLU+, PIR. Thank you.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",10/01/2020,Objection_letter3,objection1,"Documentation of the AIR software, model and catalog versions used to generate the AAL.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",10/01/2020,Objection_letter3,objection2,Documentation of IF date of CW inforce dataset.,2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",10/01/2020,Objection_letter3,objection3,"A list of CAT peril GLM model variables with definitions, including whether the variable is sourced internally or externally. Note that the GLM models can pick up signal only for AIR model variables, so only AIR model variables are used in the CAT peril GLMs.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",10/01/2020,Objection_letter3,objection4,"Decile charts and gains curves with Gini statistics for the CAT peril GLMs on the 07/31/2019 CW inforce dataset to demonstrate that our proposed models accurately predict the AIR-modeled losses for each modeled CAT peril. So while we understand that the above items we will definitely provide, we still would like these answers given while still completing the checklist. We need a better understanding of how some of the items arent available or un-necessary because you are using AIR data, because as we said other companies also use the AIR data as well. To confirm, we are not looking for all the AIR documentation as it is accepted by our Department. A short explanation of the AIR data you mention in 1)  is acceptable. If you would like to discuss this further, please reach out to me at susan.gozzo.andrews@ct.gov Susan Gozzo Andrews, FCAS, MAAA, RPLU+, PIR. Thank you.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",05/22/2020,Objection_letter4,objection2,Please send in a post-submission update to your Rate/Rule tab to include the Rate Level indication.,2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",05/22/2020,Objection_letter4,objection3,"Premium Impacts - Please provide a Premium Impact chart/exhibit by company to show the individual impacts of each of your changes  base rate, territory factor changes, and separately by each of the other factor changes; such that the total of these changes will equal the proposed premium impact discussed your Explanatory Memo.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",05/22/2020,Objection_letter4,objection4,"Overall premium impacts/ Rate change by Peril - In addition to providing a Rate Level Indication, since you are changing base rates and factors significantly by Peril, we need to better understand this. This analysis can be provided to us on an all companies combined basis. a.Please provide the premium impacts of the base rate, territory factor and other factor changes BY PERIL. We are concerned with the very dramatic changes to the base rates by peril and need to see how the impacts of the other changes combined to better understand how you got to these backed into base rate changes. b.Provide a rate level or loss ratio analysis BY PERIL so we can see how the overall changes you are making line up with actual experience BY PERIL. We need to see how your overall Rate Level Indication would be broken out by peril or allocated among the perils. c.The base rate changes are so very large for Hurricane.  Please provide us additional explanations to better explain this especially in light of your NEW Hurricane Territorial Factor methodology.",2025-02-17
CT_USAA-132053901,Rate/Rule,08/22/2019,Closed-Recorded Effective as Amended,CT,200,25941,"[25941, 25968, 18600, 21253]",05/22/2020,Objection_letter4,objection5,"While your Exhibits 1.a  Exhibit 1.g Home-owners and Exhibits II.a- II.i Unit-owners for all the factor changes (except Territory) with current factors, GLM indications, and proposed factors are very nice, we need more information on some of them that dont match your explanation. Please note that an explanation of based on competitors as a deviation from indicated is not sufficient. If you are basing your selection based on specific CT competitors factors, you need to provide the factors you looked at on an exhibit with the appropriate CT approved filing SERFF number cited. a.Exh 1.b Amount of Insurance/Deductible Factors  Proposed factors are very different from Indicated factors for the $500 deductible column for all perils. b.Exh 1.f Named Insured  the proposed for Other Wind/Hail, Theft and Water do not match the indicated for ages greater than 85, but the Liability proposed does match the indicated for ages greater than 85. c.Exh 1.h Home Age  the proposed Earthquake factors do not match the indicated. d.Exh 1.l Claims Activity Surcharge- the proposed Water factors do not match the indicated. e.Exh 1.q Insurance to Value  What is the source of these new factors? They appear to not come from the model as there was no indicated column. f.Exhibit II.e Construction-Protection Class  Unit Owners  The explanation discusses that Masonry Veneer is being separated. Why SERFF Tracking #: USAA-132053901 State Tracking #: 201904866 Company Tracking #: CT1903333 State: Connecticut First Filing Company: United Services Automobile Association, ... TOI/Sub-TOI:",2025-02-17
